Headline,Source,Posted,Description,Link
"Apple, Skechers fall; Amazon, Deckers Outdoor rise, Friday, 2/2/2024",Houston Chronicle,1 day ago,"Stocks that traded heavily or had substantial price changes on Friday: Apple, Skechers...",https://www.chron.com/business/article/apple-skechers-fall-amazon-deckers-outdoor-18644646.php
Analyst Report: Apple Inc,Argus Research via Yahoo Finance,1 day ago,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad,",https://finance.yahoo.com/research/reports/ARGUS_2660_AnalystReport_1706875524000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei&fr=sycsrp_catchall
"Apple isn't ready to talk about its ChatGPT version, but Tim Cook just teased it",BGR,1 day ago,"A recent report said Apple believes iOS 18 to be one of the biggest, if not the biggest, iPhone...",https://bgr.com/tech/tim-cook-practically-confirmed-ios-18-will-bring-ai-to-the-iphone/
Apple releases vision OS 1.0.2 update fixing zero-day bug in its Vision Pro,Investing.com,3 days ago,Apple releases vision OS 1.0.2 update fixing zero-day bug in its Vision Pro,https://in.investing.com/news/apple-releases-vision-os-102-update-fixing-zeroday-bug-in-its-vision-pro-3997567
"Apple pulls 'Wizz,' a Tinder-like app for teens, over sextortion concerns",MacDailyNews,3 days ago,"Apple pulled “Wizz,” a Tinder-like social media app growing in popularity among U.S. teens, this week over sextortion concerns. Apple removed the app Tuesday ...",https://macdailynews.com/2024/01/31/apple-pulls-wizz-a-tinder-like-app-for-teens-over-sextortion-concerns/
Apple Q1: The Growth Engine Is Running Out Of Steam (NASDAQ:AAPL),Seeking Alpha,1 day ago,"Apple Inc.'s Q1 2024 earnings had increased sales and margin growth, but challenges in China and...",https://seekingalpha.com/article/4667221-apple-q1-the-growth-engine-is-running-out-of-steam
Apple currently has more than 2.2 billion active devices globally,Mashable,2 days ago,"The number of active Apple devices worldwide has surpassed two billion. This includes iPhones, iPads, Macs, and other Apple devices, according to",https://me.mashable.com/tech/37673/apple-currently-has-more-than-22-billion-active-devices-globally
Apple ends yearlong sales slump with slight revenue rise in holiday-season period but stock slips,FOX 25 Boston,2 days ago,"SAN FRANCISCO — (AP) — Apple snapped out of a yearlong sales funk during its holiday-season quarter,...",https://www.boston25news.com/news/apple-ends-yearlong/VVE4I6KRCUXT73ZSXAVW6BR6KQ/
Apple ends yearlong sales slump with slight revenue rise in holiday-season period but stock slips,FOX30 / CBS47 Jacksonville,2 days ago,"SAN FRANCISCO — (AP) — Apple snapped out of a yearlong sales funk during its holiday-season quarter,...",https://www.actionnewsjax.com/news/apple-ends-yearlong/VVE4I6KRCUXT73ZSXAVW6BR6KQ/
Apple ends yearlong sales slump with slight revenue rise in holiday-season period but stock slips |...,Chattanooga Times Free Press,2 days ago,"Apple snapped out of a yearlong sales funk during its holiday-season quarter, propelled by solid...",https://www.timesfreepress.com/news/2024/feb/01/apple-ends-yearlong-sales-slump-tfp/
Apple's Earnings Are Soon. Pay Attention to the iPhone Sales Outlook,Barron s Online,3 days ago,Apple is getting ready to report what could be its fifth straight quarter without any revenue growth. Expect investors’ focus for investors to be on the company’s outlook ...,https://www.barrons.com/livecoverage/apple-amazon-meta-facebook-earnings-stock-price-today/card/apple-s-earnings-are-soon-pay-attention-to-the-iphone-sales-outlook-irTUTk8dA3slrDwN09aq
Get to know Apple Vision Pro with Apple's new video guides - Apple Vision Pro Discussions on...,AppleInsider,1 day ago,"Apple has released a series of video setup guides for the Apple Vision Pro, plus a new ""First Timer""...",https://forums.appleinsider.com/discussion/235283/get-to-know-apple-vision-pro-with-apples-new-video-guides
Apple Vision Pro blasts out of mixed reality and into real stores – here's how to sign up for a demo,TechRadar via Yahoo News,1 day ago,Apple Vision Pro store launch. It felt almost odd to be standing in the rain outside of Apple's...,https://www.yahoo.com/tech/apple-vision-pro-blasts-mixed-185907709.html
Apple ends yearlong sales slump with slight revenue rise in holiday-season period but stock slips,WSB Radio,2 days ago,"SAN FRANCISCO — (AP) — Apple snapped out of a yearlong sales funk during its holiday-season quarter,...",https://www.wsbradio.com/news/apple-ends-yearlong/VVE4I6KRCUXT73ZSXAVW6BR6KQ/
"Apple's number of active users hits 2.2 billion devices, nearly one for every four people",AppleInsider,2 days ago,Apple's fourth quarter earnings revealed that there are more than 2.2 active devices in use spanning...,https://appleinsider.com/articles/24/02/01/apple-has-one-active-device-per-four-people-on-the-planet
Apple's Vision Pro headset hits US stores today. Here's what you need to know,KSL Salt Lake City,2 days ago,"The Vision Pro, Apple's first new product in seven years, officially launched in stores on Friday in the U.S. The mixed reality headset went on sale at Apple</ ...",https://www.ksl.com/article/50864986/apples-vision-pro-headset-hits-us-stores-today-heres-what-you-need-to-know
"Apple, Skechers fall; Amazon, Deckers Outdoor rise, Friday, 2/2/2024",Midland Reporter-Telegram,1 day ago,"Stocks that traded heavily or had substantial price changes on Friday: Apple, Skechers...",https://www.mrt.com/business/article/apple-skechers-fall-amazon-deckers-outdoor-18644646.php
How to avoid getting motion sickness when wearing Apple Vision Pro - Apple Vision Pro Discussions on...,AppleInsider,23 hours ago,Apple has revealed that Apple Vision Pro apps which have a high degree of motion will come with a...,https://forums.appleinsider.com/discussion/235289/how-to-avoid-getting-motion-sickness-when-wearing-apple-vision-pro
Apple fiscal 1Q sales to be impacted by weak China demand By Proactive Investors,Investing.com,4 days ago,Apple fiscal 1Q sales to be impacted by weak China demand,https://ca.investing.com/news/stock-market-news/apple-fiscal-1q-sales-to-be-impacted-by-weak-china-demand-3245600
Apple Vision Pro owners can't buy AppleCare through headset,AppleInsider,1 day ago,"Unlike with a Mac or iPhone, it appears that it's not possible for everybody to buy AppleCare coverage for an Apple Vision Pro on device. Users who have bought an iPhone and ...",https://appleinsider.com/articles/24/02/02/apple-vision-pro-owners-cant-buy-applecare-on-the-device
Apple promises AI innovation as China iPhone sales slip,AFP via Yahoo News,2 days ago,Apple chief Tim Cook on Thursday promised the tech titan has artificial intelligence news in store...,https://news.yahoo.com/apple-promises-ai-innovation-china-233856621.html?fr=sycsrp_catchall
"Apple Tops December-Quarter Views, But China Sales Slide Worries Investors",Investor's Business Daily,2 days ago,Consumer electronics giant Apple (AAPL) late Thursday beat Wall Street's targets for its fiscal...,https://www.investors.com/news/technology/apple-stock-iphone-maker-tops-fiscal-q1-goals/
Apple's mysterious 'homeOS' resurfaces in tvOS developer beta,ZDNet,4 days ago,Apple's smart speakers have always been stronger in the speaker component than in the smart...,https://www.zdnet.com/home-and-office/smart-home/apples-mysterious-homeos-resurfaces-in-tvos-developer-beta/
Apple Says EU Represents 7% of Global App Store Revenue - Slashdot,Slashdot,23 hours ago,"Ivan Mehta reports via TechCrunch: Nearly a week after Apple announced big changes to the App Store because of the European Union's Digital Markets Act (DMA) rules, the company ...",https://apple.slashdot.org/story/24/02/02/217244/apple-says-eu-represents-7-of-global-app-store-revenue
Apple Just Teased Its AI Plans. You Really Should Take Notice,CNET,1 day ago,"Stay tuned: 2024 will be the year Apple finally reveals what it has up its sleeve regarding generative AI. On the company's quarterly earnings call Thursday afternoon, CEO ...",https://www.cnet.com/tech/apple-just-teased-its-ai-plans-you-really-should-take-notice/
"Apple set for modest iPhone sales growth, China worries remain",Reuters via Yahoo Finance,4 days ago,"Apple iPhone sales likely rose 3% in the key holiday period, the best growth in five quarters, but...",https://finance.yahoo.com/news/apple-set-modest-iphone-sales-110206568.html?fr=sycsrp_catchall
"Apple set for modest iPhone sales growth, China worries remain",Reuters via Yahoo Finance,4 days ago,"Apple iPhone sales likely rose 3% in the key holiday period, the best growth in five quarters, but...",https://finance.yahoo.com/news/apple-set-modest-iphone-sales-110206176.html?fr=sycsrp_catchall
"Argylle might be bombing, but at least its fake author mystery has been solved",The AV Club via Yahoo News,27 minutes ago,Bryce Dallas Howard in ArgyllePhoto: Apple[Note: This article contains no spoilers for the plot of...,https://www.yahoo.com/entertainment/argylle-might-bombing-least-fake-232000928.html?fr=sycsrp_catchall
Apple earnings are on tap. Can the iPhone maker snap an ugly streak?,Morningstar,3 days ago,"Apple Inc. will be looking to break an inglorious streak Thursday afternoon. The iPhone maker has seen revenue decline for each of its past four reported quarters, and there ...",https://www.morningstar.com/news/marketwatch/20240131218/apple-earnings-are-on-tap-can-the-iphone-maker-snap-an-ugly-streak
Apple Vision Pro: 3 features it shares with Meta Quest 3 that may shock you,Mashable,1 day ago,"Apple Vision Pro has a starting price of nearly $4,000, and yet, some of its best selling points can...",https://sea.mashable.com/tech/30986/apple-vision-pro-3-features-it-shares-with-meta-quest-3-that-may-shock-you
Apple Vision Pro: 5 tweets that show it’s a game-changing headset,Mashable,1 day ago,"People can finally buy Apple Vision Pro. With Apple's fancy new headset making its way into consumers' hands, all sorts of fun use cases are popping up ...",https://mashable.com/article/apple-vision-pro-5-tweets-game-changing
"Apple Loop: iPhone 16 Pro Leaks, iPhone 15 Pro Issues, The Magical Apple Unboxing",Forbes,2 days ago,"This week’s Apple headlines; the latest iPhone 16 hardware leaks, iPhone 15 Pro problems, Apple...",https://www.forbes.com/sites/ewanspence/2024/02/02/apple-news-headlines-iphone-16-pro-camera-leak-iphone-15-apple-pencil-apple-vision-pro-unboxing/
"Apple, Skechers fall; Amazon, Deckers Outdoor rise, Friday, 2/2/2024",KAAL Austin,1 day ago,"Stocks that traded heavily or had substantial price changes on Friday: Apple, Skechers fall; Amazon, Deckers Outdoor rise.",https://www.kaaltv.com/news/business-news/apple-skechers-fall-amazon-deckers-outdoor-rise-friday-2-2-2024/
"Apple, Skechers fall; Amazon, Deckers Outdoor rise, Friday, 2/2/2024",ABC News,1 day ago,"Stocks that traded heavily or had substantial price changes on Friday: Apple, Skechers fall; Amazon, Deckers Outdoor rise",https://abcnews.go.com/Business/wireStory/apple-skechers-fall-amazon-deckers-outdoor-rise-friday-106901703
Apple Stock Sags as Analyst Forecasts Big Drop in iPhone Sales in 2024,Barrons.com,4 days ago,FEATURE Apple shares are coming under selling pressure on Tuesday after a gloomy outlook for 2024...,https://www.barrons.com/articles/apple-stock-sags-big-drop-iphone-sales-35159c61?siteid=yhoof2&yptr=yahoo
Apple’s foldable iPhone could land as soon as 2026,TechRadar,2 days ago,"There’s been talk of a foldable iPhone for years now, yet Apple’s first foldable remains unreleased, and we haven’t even seen any imagery of it yet,...",https://www.techradar.com/phones/iphone/apples-foldable-iphone-could-land-as-soon-as-2026
